id,name,description,neighborhood_overview,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,city
53122889,"Cosy, beautiful apartment in the popular Old West!","This cozy ground-floor apartment, suitable for 4 persons, is just around the corner from some of Amsterdam's best spots! A 5-minute bike ride will take you to the heart of the city, or you can reach it in less than 10 minutes by public transport, all within walking distance. The neighborhood is filled with great bars, restaurants, and just a short walking distance to the Vondelpark. The apartment features one bedroom and a comfortable sofa bed, perfect for a stay in Amsterdam!",,72558816,Puck,2016-05-17,"Amsterdam, Netherlands",,within a few hours,100%,63%,f,,1.0,3.0,"['email', 'phone']",t,t,,De Baarsjes - Oud-West,52.3684,4.86567,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Private entrance"", ""Freezer"", ""Exterior security cameras on property"", ""Wine glasses"", ""Bathtub"", ""Coffee maker: Nespresso"", ""Paid street parking off premises"", ""Central heating"", ""Kitchen"", ""Paid parking on premises"", ""Hangers"", ""Mini fridge"", ""Hot water kettle"", ""Bed linens"", ""Lockbox"", ""Cooking basics"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Stove"", ""Hot water"", ""Wifi"", ""Baking sheet"", ""Microwave"", ""Self check-in"", ""Single level home"", ""Iron"", ""Board games"", ""Refrigerator"", ""Dedicated workspace"", ""Cleaning products"", ""Room-darkening shades"", ""Essentials"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""HDTV"", ""Dining table"", ""Clothing storage: closet"", ""Oven"", ""Dishes and silverware""]",156.0,t,7,7,7,27,15,9,0,27.0,8.0,70.0,10920.0,2021-11-15,2025-01-26,4.73,4.8,4.8,5.0,4.87,4.8,4.47,0.37,Amsterdam
1074517080728596948,B&B Felix De Pijp Amsterdam apartment 2,"Welcome to my charming Bed & Breakfast located in the vibrant Gerard Doustraat in the 'De Pijp' district, just a stone's throw away from the famous Albert Cuyp Market. The tastefully decorated room offers comfort and charm, featuring a delightful double bed and modern amenities. Immerse yourself in the lively atmosphere of De Pijp, renowned for its diverse array of delightful restaurants, bars, breakfast spots, outdoor terraces, and trendy boutiques.","Discover the enchanting charm of Old Pijp in Amsterdam. This historic neighborhood exudes authenticity, boasting picturesque streets, numerous delightful restaurants, cafes, and terraces, along with Amsterdam's most famous local market. Immerse yourself in a vibrant blend of culture and conviviality in the heart of Amsterdam!<br /><br />The strategic location provides easy access to major attractions such as the Rijksmuseum, Van Gogh Museum, the Heineken Experience, and, of course, the picturesque canals. Experience authentic Amsterdam life during your stay at my Bed & Breakfast, where comfort and location come together for an unforgettable experience. Book now and discover the best of De Pijp!",557958396,Felix,2024-01-22,"Amsterdam, Netherlands","Welcome,

I'm Felix, and I look forward welcoming you to my B&B in De Pijp, Amsterdam.

Having lived my whole life in Amsterdam, I enjoy all aspects the city has to offer. I know every little corner and all the places. Don't feel shy to ask!

I embrace new experiences and storytelling, whether as a guest exploring or as host welcoming others. Beauty lies in encounters along the way.

Excited welcoming you to vibrant Amsterdam!
Warm regards, Felix",within an hour,100%,100%,t,,2.0,2.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",De Pijp - Rivierenbuurt,52.35607,4.89401,Private room in bed and breakfast,Private room,2,1.0,1 private bath,1.0,1.0,"[""Coffee maker"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Mini fridge"", ""Heating"", ""Smart lock"", ""Hot water kettle"", ""Patio or balcony"", ""Bed linens"", ""Hot water"", ""Wifi"", ""Shower gel"", ""Portable fans"", ""Self check-in"", ""Hair dryer"", ""Cleaning available during stay"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit"", ""Extra pillows and blankets""]",155.0,t,18,36,52,80,13,12,3,80.0,8.0,94.0,14570.0,2024-02-25,2025-02-23,4.77,4.62,4.92,4.92,4.85,5.0,4.46,1.05,Amsterdam
1114352793052386567,Amsterdam loft apartment,"Welcome to your stylish urban retreat in the heart of Amsterdam! <br />This sun-drenched rooftop apartment features a chic interior and one of the city's best roof terraces. Enjoy a vibrant neighborhood with cafes, restaurants, and a cinema just steps away.<br />Just a 5-minute stroll to the bustling Ten Kate Market, and within easy reach of Dam Square and main tram lines, this is the perfect base for exploring the best of Amsterdam.",,21710440,Shalev,2014-09-24,"Amsterdam, Netherlands","Hi there, 
Shalev here
32 y/o from Amsterdam
I am deeply passionate about advertising. In my spare time, I love to travel to diverse destinations, embrace yoga, and engage in movement practices that invigorate my spirit.",within a day,100%,53%,f,,1.0,1.0,"['email', 'phone']",t,t,,De Baarsjes - Oud-West,52.36921104268173,4.866843782365322,Entire rental unit,Entire home/apt,3,1.0,1 bath,0.0,1.0,"[""Washer"", ""Hot water"", ""TV"", ""Wifi"", ""Stainless steel oven"", ""Hot water kettle"", ""Bed linens"", ""Ceiling fan"", ""Outdoor furniture"", ""Coffee maker: Nespresso"", ""Dishwasher"", ""Central heating"", ""Kitchen"", ""Free dryer"", ""Dishes and silverware""]",153.0,t,2,11,20,20,3,3,0,20.0,3.0,24.0,3672.0,2024-05-05,2024-10-01,5.0,5.0,5.0,5.0,5.0,4.67,4.33,0.3,Amsterdam
50544630,Comfortable room in quiet parkside neighborhood,"Comfortable room with excellent connections to the old city, Anne Frank house, (25 min) and museum quarter (30 min). You will need to climb the staircase to your room with a luxury double bed 160x200 cm. There is a luxury bathroom with smart shower which you'll need to share, but I will provide you with bathrobes, slippers and shower items. Refrigerator in the hal as well as a small library with historic books about Amsterdam. The rooms are in a quiet area.I do not serve breakfast","I live in a quiet neighborhood. Nearby there is a city beach with a restaurant next to it and you can take a stroll through the park that is only a few minutes away. Nearby there is a shopping venter with a daily market. The excellent public transport connections lets you reach the city center, sightseeing places very fast while enjoying the peace and quiet of this special place.",246774784,Jaap,2019-03-04,"Amsterdam, Netherlands","Hello there, I have lived in Amsterdam almost all my live and know a lot about the turbulent history of this liberal city. I love art and (classical) music and there is a lot of that available in Amsterdam too. I enjoy good food, eating out and drinking wine in the sun on a terrace. I look forward to sharing all the good things this city has to offer with my guests. I can give a lot information on the history of the city, and if you want a small guided tour of some of the interesting places. The rooms are on the first floor so you have all te privacy to come and go without crossing my living space. I live one floor up which is my domain.",within an hour,100%,98%,t,,2.0,2.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Geuzenveld - Slotermeer,52.37554,4.82136,Private room in bed and breakfast,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Proline refrigerator"", ""Body soap"", ""Courtyard view"", ""Exterior security cameras on property"", ""Clothing storage: dresser"", ""Coffee maker: Nespresso"", ""Lock on bedroom door"", ""Central heating"", ""Shampoo"", ""Paid street parking off premises"", ""Hangers"", ""Shared beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Bed linens"", ""Fire extinguisher"", ""Fast wifi \u2013 100 Mbps"", ""Paid dryer \u2013 In building"", ""Hot water"", ""Books and reading material"", ""Waterfront"", ""EV charger"", ""Host greets you"", ""Shower gel"", ""Single level home"", ""Iron"", ""Coffee"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""First aid kit"", ""Essentials"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Paid washer \u2013 In building"", ""Lake access"", ""Mosquito net"", ""Laundromat nearby""]",100.0,t,23,29,43,220,78,17,0,220.0,17.0,133.0,13300.0,2021-08-27,2024-09-16,4.97,4.96,5.0,4.99,5.0,4.64,4.85,1.82,Amsterdam
22804712,Beautiful luxurious CANAL apartment city Amsterdam,"A fully renovated entire apartment. Located only 1 km. waiting distance from Rijksmuseum and Van Gogh Museum. Available for 1 or 2 adults. Private entrance, luxurious,  balcony on the canal, quiet surrounding, The apartment is part of a monumental building with many beautiful architectural details. It has been fully renovated and elevated to today's standard of modern and comfortable living on the second floor.","Quiet and safe neighbourhood street in Old-West, however located at walking distance to the main attractions, restaurants, bars, public transport etc",798492,Eline,2011-07-09,"Amsterdam, Netherlands",,within a few hours,100%,55%,f,,1.0,1.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",De Baarsjes - Oud-West,52.36745,4.8757,Entire condo,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,"[""Private entrance"", ""Body soap"", ""Clothing storage: closet and wardrobe"", ""Canal view"", ""Freezer"", ""Wine glasses"", ""Toaster"", ""Coffee maker: Nespresso"", ""Paid parking off premises"", ""Dryer"", ""Shampoo"", ""Kitchen"", ""Hangers"", ""Heating"", ""TV with standard cable"", ""Hot water kettle"", ""Bed linens"", ""Fire extinguisher"", ""Cooking basics"", ""Dishwasher"", ""Stove"", ""Washer"", ""Hot water"", ""Books and reading material"", ""Wifi"", ""Waterfront"", ""Host greets you"", ""Microwave"", ""Iron"", ""Hair dryer"", ""Private patio or balcony"", ""Refrigerator"", ""Smoke alarm"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""First aid kit"", ""Essentials"", ""Extra pillows and blankets"", ""Blender"", ""Oven"", ""Dishes and silverware""]",400.0,t,0,0,8,8,26,2,1,8.0,1.0,16.0,6400.0,2018-01-22,2025-02-22,5.0,5.0,5.0,4.92,5.0,4.96,4.73,0.3,Amsterdam
1205448839575042187,"Stijlvol, licht, gezellig en modern appartement","Stylish, bright and cosy apartment. The property has a spacious and nice living room, quiet bedroom and separate study. In addition, the house has a beautiful roof terrace with fantastic views over the city and sun all day. The house is around the corner of the Rembrandtpark and steps away from a lively shopping street. From Mercatorplein (1 minute walk), public transport takes you to the city center in 10 minutes and to Schiphol Airport in 20 minutes.",,395148827,Sabine,2021-04-01,"Amsterdam, Netherlands",,within a day,100%,17%,f,,1.0,1.0,['phone'],t,t,,De Baarsjes - Oud-West,52.36965546820721,4.849055036902428,Entire home,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Private entrance"", ""Freezer"", ""Wine glasses"", ""Toaster"", ""Outdoor dining area"", ""Coffee maker"", ""Dryer"", ""Kitchen"", ""BBQ grill"", ""Paid parking on premises"", ""Hangers"", ""Heating"", ""Hot water kettle"", ""Patio or balcony"", ""Bed linens"", ""Cooking basics"", ""Stove"", ""Washer"", ""Hot water"", ""Books and reading material"", ""Wifi"", ""Baking sheet"", ""Host greets you"", ""Microwave"", ""Iron"", ""Coffee"", ""Outdoor furniture"", ""Hair dryer"", ""Board games"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Sun loungers"", ""TV"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Blender"", ""Dining table"", ""Clothing storage"", ""Sound system"", ""Oven"", ""Dishes and silverware""]",180.0,t,0,1,1,124,2,2,0,64.0,1.0,16.0,2880.0,2024-08-04,2025-01-06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.28,Amsterdam
12598630,Marnix Design: Downtown Dream (1),"APARTMENT HIGHLIGHTS: <br />★ 2 bedroom apartment <br />★ Modern and light<br />★ 5 single beds and a comfortable sleeping sofa<br />★ Fully equipped open kitchen<br />★ Bathroom with walk-in shower + bathtub<br />★ Separate toilet<br />★ Great view<br />★ Free Wi-fi and TV<br />★ Superb location, downtown and close to everything!<br />★ Linen and Towels provided <br />★ Located in the heart of Amsterdam","The Jordaan is one of the oldest districts of Amsterdam and where the real”Amsterdammer” are from. The best features of the city are within walking distance, making it easier to get around, Tram,bus parking are very close to the Hotel.<br />Locals will recommend that you take a stroll along the canals in the evening. It is fabulous.<br />The famous 9 streets (9 Straatjes) is only a 2-minute walk away. Here you will find all kinds of small shops, cafes and restaurants. The lively Leidseplein where all Bars / Cafe and  Nightlife, is  300m away,  you could bike to the red light districts or take a lovely stroll through the city. The Elandsgracht is a 2-minute walk away, here you can find good restaurants and supermarkets. A 5-minute walk away is Museumplein, the area that houses the Rijksmuseum, stedelijk Museum or the Van Gogh Museum. There are many tourist attractions in that neighborhood and also our beautiful Concert theatre. You could also find one of our most exclusive shopping stre",68338234,Dries,2016-04-22,"Amsterdam, Netherlands","Hi!

My name is Dries, one of the owners of 5 luxury apartments in Amsterdam. We are hosting for people who want to enjoy everything Amsterdam has to offer, live in an original Amsterdam apartment in between ""Amsterdammers"". We hope that what Amsterdam and we have to offer makes your stay pleasant for you and that you enjoy that and have our neighbours enjoy having respectfull temporary guests!

Note that this is a typical Amsterdam building with typical steep stairs, first day it might be a bit arduous, but after some time you get used to it and run up and down the stairs!",within an hour,100%,100%,f,Jordaan,10.0,10.0,['phone'],t,t,"Amsterdam, Noord-Holland, Netherlands",Centrum-West,52.36727,4.88024,Entire rental unit,Entire home/apt,7,1.0,1 bath,2.0,5.0,"[""Bathtub"", ""Coffee maker"", ""Dryer"", ""Shampoo"", ""Kitchen"", ""Long term stays allowed"", ""Hangers"", ""Heating"", ""TV with standard cable"", ""Hot water kettle"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""Cooking basics"", ""Dishwasher"", ""Stove"", ""Washer"", ""Hot water"", ""Wifi"", ""Host greets you"", ""Microwave"", ""Iron"", ""Window guards"", ""Hair dryer"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit"", ""Essentials"", ""Oven"", ""Crib""]",312.0,t,9,17,29,267,309,38,0,212.0,42.0,255.0,79560.0,2016-07-11,2025-01-25,4.47,4.63,4.48,4.51,4.6,4.79,4.2,2.94,Amsterdam
33448591,Room in City Center Nearby Leidse & Museum Square,"Welcome to our apartment above ""Cafe de Wetering"" in a prime Amsterdam location. <br /><br />The room, on the first floor, has four single beds and is near Leidse Square, Museum Square, and the Heineken Experience. <br /><br />Access is via a typical steep staircase, adding to its charm. <br /><br />The bathroom is shared with us. <br /><br />Check-in instructions and Wi-Fi details are provided.<br /> <br />We're always available to help during your stay. <br /><br />Enjoy the city and feel free to contact me anytime.","The room is located in the buzzing heart of the Amsterdam city center. The typical Dutch canals are around the corner, Leidse Square, Museum Square (with the Van Gogh museum, Rijksmuseum, Stedelijk museum of modern arts, Diamond museum), the Heineken Experience, the Royal Concert building, serveral beautiful city parks, the shopping district and if you want to experience the nightlife of Amsterdam: the most popular clubs are located at Leidse Square, which is on five minute walking distance. This area is also known for it's nice bars and restaurants, everything you need is around !",251983944,Marija,2019-03-29,"Amsterdam, Netherlands",,within an hour,100%,100%,f,Grachtengordel,1.0,1.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Centrum-Oost,52.36011,4.88851,Private room in condo,Private room,4,1.0,1 shared bath,1.0,4.0,"[""Smoke alarm"", ""Mini fridge"", ""Heating"", ""Hot water"", ""Wifi"", ""Carbon monoxide alarm"", ""Essentials"", ""Bed linens"", ""Fire extinguisher"", ""Self check-in"", ""Lockbox"", ""Lock on bedroom door""]",121.0,t,5,10,30,30,236,50,2,30.0,48.0,255.0,30855.0,2019-04-07,2025-02-12,4.52,4.65,4.5,4.8,4.78,4.89,4.31,3.28,Amsterdam
631521216552263082,"Spacious,cosy,fresh & clean apartment in hip area",,"Brewery ‘t IJ, Flevopark, Oosterpark, Javastraat, Free Ferry to Amsterdam North, Artis",236195685,Daniel,2019-01-12,"Amsterdam, Netherlands","41 years old cosmopolitan, spontaneous, humorous, and sport loving guy.",within a few hours,100%,83%,f,,1.0,1.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Oostelijk Havengebied - Indische Buurt,52.36366,4.94222,Entire condo,Entire home/apt,3,1.5,1.5 baths,2.0,3.0,"[""Children's playroom"", ""Body soap"", ""Miele oven"", ""Coffee maker: espresso machine"", ""Clothing storage: wardrobe"", ""Freezer"", ""Wine glasses"", ""Toaster"", ""Bathtub"", ""Conditioner"", ""Kitchen"", ""Shampoo"", ""Bidet"", ""Theme room"", ""Air conditioning"", ""Barbecue utensils"", ""BBQ grill"", ""Hangers"", ""Heating"", ""Free dryer \u2013 In unit"", ""Harman Kardon Bluetooth sound system"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Bed linens"", ""65 inch HDTV with premium cable, Netflix, Chromecast, Fire TV"", ""Cooking basics"", ""Backyard"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Indoor fireplace: wood-burning"", ""Hot water"", ""Books and reading material"", ""Wifi"", ""Baking sheet"", ""EV charger"", ""Microwave"", ""Host greets you"", ""Shower gel"", ""Portable fans"", ""Fire pit"", ""Iron"", ""Coffee"", ""Window guards"", ""Hair dryer"", ""Private patio or balcony"", ""Board games"", ""Miele induction stove"", ""Ethernet connection"", ""Smoke alarm"", ""Cleaning products"", ""Dedicated workspace"", ""Exercise equipment: free weights"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""First aid kit"", ""Paid parking lot on premises"", ""Essentials"", ""Pets allowed"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Liebherr refrigerator"", ""Bread maker"", ""Dishes and silverware""]",251.0,t,0,1,2,64,17,3,1,3.0,0.0,23.0,5773.0,2022-06-03,2025-02-18,5.0,4.88,4.88,5.0,5.0,4.88,4.76,0.51,Amsterdam
730440912170037333,Mooi appartement midden in Amsterdam,"Ideal apartment for remote working. Longstay available in the month of January, contact us.<br /><br />Our wonderfully bright four-room apartment is located in the cozy Spaarndammerbuurt. Around the corner of the Westerpark, the Jordaan and the canals. Take the ferry over 't IJ and you're standing on the NDSM shipyard in the hip North. <br />The apartment is equipped with every comfort, with modern kitchen and bathroom, wide balcony in the sun, lots of light and space. Ideal for a family or (two) couple(s).",,50456455,Alex,2015-12-03,"Amsterdam, Netherlands",,within a day,50%,58%,f,,1.0,1.0,"['email', 'phone']",t,t,,Westerpark,52.39035,4.87915,Entire condo,Entire home/apt,4,1.0,1 bath,2.0,1.0,"[""HDTV with Chromecast"", ""Freezer"", ""Wine glasses"", ""Bathtub"", ""Coffee maker: Nespresso"", ""Paid street parking off premises"", ""Central heating"", ""Kitchen"", ""Hot water kettle"", ""Bed linens"", ""Lockbox"", ""Dishes and silverware"", ""Cooking basics"", ""Dishwasher"", ""Hot water"", ""Books and reading material"", ""Wifi"", ""Baking sheet"", ""High chair"", ""Portable fans"", ""Single level home"", ""Self check-in"", ""Coffee"", ""Outdoor furniture"", ""Hair dryer"", ""Private patio or balcony"", ""Board games"", ""Stainless steel gas stove"", ""Refrigerator"", ""Ethernet connection"", ""Smoke alarm"", ""Cleaning products"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""First aid kit"", ""Essentials"", ""Drying rack for clothing"", ""Dining table"", ""Clothing storage: closet"", ""Sound system"", ""Oven"", ""Crib""]",225.0,t,0,0,0,237,7,4,0,177.0,3.0,31.0,6975.0,2023-05-20,2025-01-02,5.0,5.0,5.0,5.0,5.0,5.0,4.71,0.32,Amsterdam
1000066837570466403,Het Zaanse sprookjeshuis,"This beautiful house, dating from 1900, has been kept in its original state from the outside, whilst the inside has been renovated to accompany today's needs. It is perfect for families and situated in a quiet and child-friendly neighborhood.  On one hand you have the ferry to Amsterdam center, with all entertainment one can wish for. At the same time you have the Twiske park close, perfect for kids and sports.","In contrast to the rest of the Northern part of Amsterdam, all the houses in this small neighbourhood (called Kadoelen) are old and full of character. As such it is a popular area for families with kids",18047532,Daan,2014-07-13,"Amsterdam, Netherlands",,within an hour,100%,100%,f,,1.0,2.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Noord-West,52.41835829999999,4.9021659,Entire home,Entire home/apt,4,1.0,1 bath,3.0,2.0,"[""Crib - available upon request"", ""Free parking on premises"", ""Children's playroom"", ""Private entrance"", ""Children\u2019s books and toys"", ""Private backyard \u2013 Fully fenced"", ""Freezer"", ""Wine glasses"", ""Toaster"", ""Clothing storage: dresser"", ""Children\u2019s dinnerware"", ""Bathtub"", ""Central heating"", ""Kitchen"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Bed linens"", ""Lockbox"", ""Coffee maker: drip coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Dishwasher"", ""Single oven"", ""42 inch HDTV with Disney+, Netflix"", ""Washer"", ""Hot water"", ""Books and reading material"", ""Wifi"", ""Baking sheet"", ""Waterfront"", ""Microwave"", ""EV charger"", ""High chair"", ""Self check-in"", ""Iron"", ""Coffee"", ""Free street parking"", ""Hair dryer"", ""Board games"", ""Refrigerator"", ""Smoke alarm"", ""Cleaning products"", ""Shared beach access"", ""Sun loungers"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Essentials"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Blender"", ""Dining table"", ""Sound system"", ""Baby safety gates""]",200.0,t,0,0,0,4,6,5,0,4.0,5.0,39.0,7800.0,2023-12-31,2024-08-08,4.83,4.83,4.5,4.83,5.0,4.83,4.83,0.42,Amsterdam
1227388394314077794,Cosy apartment in city centre,This centrally located property is tastefully decorated. Walking distance to the 9 Streets in Amsterdam.,,37680092,Daan,2015-07-06,"Amsterdam, Netherlands",,within a day,70%,46%,f,,1.0,1.0,"['email', 'phone']",t,t,,Centrum-West,52.3696,4.87957,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Washer"", ""Wifi"", ""TV"", ""Kitchen""]",201.0,t,3,19,21,265,2,2,0,205.0,1.0,16.0,3216.0,2024-10-21,2025-01-01,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.45,Amsterdam
52277444,Gezellig huisje op het erf van een bio boerderij.,"You are staying in a converted hay mountain in the middle of our yard of our organic farm. In the stables, cows are still being milked, the sheep walking in the meadow and the horses looking over the fence. And yet, within half an hour, you can reach the heart of Amsterdam by public transportation!",You will stay in a cottage on our farm that is located between a small village and the city of Amsterdam. The nearest supermarket is a 15 min walk away from us or 5 min by car. Within half an hour you are by public transport in the heart of Amsterdam but also in beautiful villages like Volendam and Marken. The Zaanse Schans is also close by. You can also enjoy cycling and walking in the area. Next to our farm is a golf course. You can reach the beach within an hour by public transportation and a little faster by car.,423135929,Angela,2021-09-15,"Zunderdorp, Netherlands",,,,100%,f,,2.0,2.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Noord-Oost,52.40315,4.9618,Tiny home,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Free parking on premises"", ""Private entrance"", ""Private backyard \u2013 Fully fenced"", ""Freezer"", ""Outdoor dining area"", ""Central heating"", ""Kitchen"", ""Air conditioning"", ""Hangers"", ""Golf course view"", ""Garden view"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Coffee maker: pour-over coffee"", ""Bed linens"", ""Cooking basics"", ""Dishwasher"", ""Washer"", ""Hot water"", ""Wifi"", ""Host greets you"", ""Single level home"", ""Coffee"", ""Board games"", ""Refrigerator"", ""Cleaning products"", ""First aid kit"", ""Pets allowed"", ""Essentials"", ""Dining table"", ""Oven"", ""Dishes and silverware""]",262.0,t,1,7,14,75,19,0,0,74.0,0.0,0.0,0.0,2021-10-11,2023-09-16,5.0,5.0,4.84,4.95,5.0,4.89,4.74,0.46,Amsterdam
693790910793670833,Complete gezinswoning in Amsterdam,Fantastic for a family with children. Come and experience Amsterdam at this wonderful property. By tram in 15 min in the heart of Amsterdam and walking within 10 min on the beach (the IJ). The perfect home to explore Amsterdam.<br />Great for 2 couplet or families! 5 minutes to central station by tram and near to water for a chill day at a beach.,Great to discover Amsterdam. 15 min to centrum by tram.,128708136,Tom,2017-05-03,Netherlands,,within a few hours,100%,67%,f,,1.0,1.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",IJburg - Zeeburgereiland,52.35451612677853,4.995527811451387,Entire home,Entire home/apt,4,1.5,1.5 baths,4.0,3.0,"[""Booster seat high chair - always at the listing"", ""Free parking on premises"", ""Private entrance"", ""Coffee maker: espresso machine"", ""Private backyard \u2013 Fully fenced"", ""Freezer"", ""Wine glasses"", ""Outdoor dining area"", ""Bathtub"", ""BBQ grill"", ""Central heating"", ""Kitchen"", ""Hangers"", ""Hot water kettle"", ""Bed linens"", ""Dishes and silverware"", ""Cooking basics"", ""Dishwasher"", ""Free dryer"", ""Stove"", ""Washer"", ""Hot water"", ""Wifi"", ""Waterfront"", ""Microwave"", ""Iron"", ""Outdoor furniture"", ""Hair dryer"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Cleaning products"", ""TV"", ""Essentials"", ""Drying rack for clothing"", ""Blender"", ""Pack \u2019n play/Travel crib"", ""Dining table"", ""Clothing storage"", ""Oven"", ""Baby safety gates""]",328.0,t,0,0,0,22,4,2,0,22.0,2.0,16.0,5248.0,2023-07-05,2024-06-09,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.2,Amsterdam
979557739664976572,Old schoolbuilding apartment,"Welcome to Amsterdam-Noord! Our house is a stylish loft apartment (145m2) located at the ground floor of a renovated school building with a large garden & garden house. <br /><br />Characterized by a high ceiling and high windows that bring bundles of light during the day. In the evenings you can retract on the entresol to watch read, watch television or relax. Or enjoy the garden house for a nice barbeque and some outdoor feel. The garden house (30 m2) offers an additional sofa bed and a desk.","Amsterdam Noord is the creative hotspot of the Dutch Capital with many restaurants, creative hotspots and special sights. <br />Our house is located in a quiet neighborhood of Amsterdam Noord, surrounded by a park and forest. All the bustling of Amsterdam-Noord and the rest of the city nearby, but with a nice balance of nature. <br /><br /> It's a small village area within Amsterdam but only a 4 minute walk to the metro station which can take you to the other side of the city within 15 minutes (including different other stops of course). There is also enough space for car parking if required. <br /><br />If you go opposite of the metro station, you'll find yourself in either a park which is great for picnics, or the woods. That's just lovely for a morning stroll! <br /><br />There are multiple shops in walking distance, to get your day to day groceries.",34411341,Marloes,2015-05-28,"Amsterdam, Netherlands",,,,0%,f,,1.0,2.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Oud-Noord,52.39040306093422,4.922600128709614,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Exterior security cameras on property"", ""Outdoor dining area"", ""BBQ grill"", ""Kitchen"", ""Noise decibel monitors on property"", ""Paid parking on premises"", ""Piano"", ""Garden view"", ""Lockbox"", ""Washer"", ""Wifi"", ""Self check-in"", ""Iron"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""TV"", ""Carbon monoxide alarm"", ""First aid kit""]",456.0,t,29,59,89,364,0,0,0,303.0,0.0,0.0,0.0,,,,,,,,,,,Amsterdam
